24 नवंबर 1971 की रात करीब 8 बजे आसमान (Start: 0.08s, Duration: 6.279s) 
कभी उसको जिंदा पकड़ा जा सका यह कहानी है (Start: 85.88s, Duration: 5.279s) 
उस हाईजैकर की जिसे से दुनिया डीबी कूपर (Start: 88.439s, Duration: 4.64s) 
के नाम से जानती है जिसने एक ऐसी (Start: 91.159s, Duration: 4.401s) 
हाईजैकिंग को अंजाम दिया जो अमेरिका के (Start: 93.079s, Duration: 5.201s) 
कमर्शियल एविएशन के इतिहास का इकलौता (Start: 95.56s, Duration: 5.36s) 
अनसोल्वड हाईजैकिंग केस बन गया 50 साल से (Start: 98.28s, Duration: 4.96s) 
ज्यादा का वक्त गुजर जाने के बाद भी अभी (Start: 100.92s, Duration: 4.6s) 
तक ये एक रहस्य ही बना हुआ है कि आखिर (Start: 103.24s, Duration: 5.239s) 
डीबी कूपर कौन था कहां से आया था और रात (Start: 105.52s, Duration: 5.52s) 
के अंधेरे में आसमान के बीचोबीच वो कहां (Start: 108.479s, Duration: 6.081s) 
गायब हो गया हाक कॉलिंग ल्फ डीबी कूपर जंप (Start: 111.04s, Duration: 5.2s) 
फ्रॉम एन एयरलाइनर एंड फ्लाइट एंड (Start: 114.56s, Duration: 6.4s) 
डिमांडेड अ $200000 रसम एंड अ पैराशूट 305 (Start: 116.24s, Duration: 8.28s) 
वी हैव अ हाक इ प्रोग्रेस ही सेड टू मी ल (Start: 120.96s, Duration: 8.639s) 
आई हैव ट डू इ अच दिस वायर टू दिस गजेट य (Start: 124.52s, Duration: 9.2s) 
एंड वी ल बी ड व्ट रिली हैपन ट डी बी कूपर (Start: 129.599s, Duration: 7.561s) 
यू बिलीव द र अंकल वाज डीबी कपर ब देर (Start: 133.72s, Duration: 6.32s) 
नेवर बीन अ ट्रेस कूपर और हिज ट्रू (Start: 137.16s, Duration: 7.04s) 
आइडेंटी इट डज फील गुड टू अनले द दिस इज द (Start: 140.04s, Duration: 7.32s) 
ओनली अन स्कंग इन अमेरिकन हि कहानी की (Start: 144.2s, Duration: 6.48s) 
शुरुआत 24 नवंबर 1971 को अमेरिका के (Start: 147.36s, Duration: 5.64s) 
पोर्टलैंड इंटरनेशनल एयरपोर्ट से होती है (Start: 150.68s, Duration: 5.4s) 
जहां से एक बोइंग 727 प्लेन हर रोज की तरह (Start: 153.0s, Duration: 5.319s) 
सिटल ट कोमा इंटरनेशनल एयरपोर्ट के लिए (Start: 156.08s, Duration: 5.0s) 
उड़ान भरने वाला था दोपहर करीब 2 बजे (Start: 158.319s, Duration: 5.56s) 
ब्लैक बिजनेस सूट वाइट शर्ट ब्लैक टाय और (Start: 161.08s, Duration: 5.76s) 
ब्लैक सनग्लासेस पहने हुए करीब 45 साल का (Start: 163.879s, Duration: 5.801s) 
शख्स एक ब्लैक ब्रीफ केस लेकर इस प्लेन से (Start: 166.84s, Duration: 4.96s) 
सीएट जाने के लिए एयरपोर्ट में दाखिल होता (Start: 169.68s, Duration: 4.88s) 
है यह शख्स अपना नाम डैन कूपर बताते हुए (Start: 171.8s, Duration: 5.28s) 
नॉर्थ वेस्ट ओरिएंट एयरलाइंस के काउंटर से (Start: 174.56s, Duration: 5.8s) 
$20 पे करके सिटल के लिए एक वन वे टिकट (Start: 177.08s, Duration: 5.48s) 
लेता है और बोर्डिंग गेट की तरफ बढ़ जाता (Start: 180.36s, Duration: 5.04s) 
है 1970 के उस दौर में डोमेस्टिक फ्लाइट्स (Start: 182.56s, Duration: 5.16s) 
के लिए ना तो पैसेंजर्स की कोई सिक्योरिटी (Start: 185.4s, Duration: 4.0s) 
चेकिंग होती थी और ना ही किसी का (Start: 187.72s, Duration: 4.04s) 
आइडेंटिटी वेरिफिकेशन होता था सिर्फ एक (Start: 189.4s, Duration: 5.04s) 
फ्लाइट टिकट खरीदकर कोई भी पैसेंजर किसी (Start: 191.76s, Duration: 5.24s) 
भी नाम से ट्रेवल कर सकता था इसलिए ना तो (Start: 194.44s, Duration: 5.079s) 
डन कूपर की आइडेंटिटी को वेरीफाई किया गया (Start: 197.0s, Duration: 4.76s) 
और ना ही उसका ब्रीफ केस चेक हुआ और वह (Start: 199.519s, Duration: 6.401s) 
फ्लाइट 305 में सवार हो गया दोपहर 250 पर (Start: 201.76s, Duration: 7.36s) 
फ्लाइट 305 उड़ान भरती है जिसकी कमान को (Start: 205.92s, Duration: 5.84s) 
विलियम ए स्कट ने संभाला हुआ था इस प्लेन (Start: 209.12s, Duration: 5.52s) 
में टोटल 37 पैसेंजर्स और छह क्रू मेंबर्स (Start: 211.76s, Duration: 5.119s) 
थे ये अमेरिका की एक बहुत ही शॉर्ट रूट (Start: 214.64s, Duration: 5.599s) 
फ्लाइट थी जिसे पोर्टलैंड से सियाटिन र्म (Start: 216.879s, Duration: 5.961s) 
आधा घंटा लगता था लेकिन इस फ्लाइट को इस (Start: 220.239s, Duration: 4.801s) 
दिन अपनी डेस्टिनेशन तक पहुंचने में कुछ (Start: 222.84s, Duration: 4.64s) 
वक्त की देरी होने वाली थी और इस बीच कुछ (Start: 225.04s, Duration: 5.24s) 
ऐसा होने वाला था जो हमेशा-हमेशा के लिए (Start: 227.48s, Duration: 4.8s) 
इतिहास के पन्नों में अपने लिए जगह बना (Start: 230.28s, Duration: 4.2s) 
लेता है फ्लाइट के टेक ऑफ करने के बाद (Start: 232.28s, Duration: 4.799s) 
जहां सभी पैसेंजर्स अपनी-अपनी धुन में खोए (Start: 234.48s, Duration: 5.64s) 
हुए थे तो वहीं डैन कूपर लास्ट रो में 18 (Start: 237.079s, Duration: 5.52s) 
सी सीट पर बैठा हुआ सिगरेट और बर्बन एंड (Start: 240.12s, Duration: 5.28s) 
सोडा का लुत्फ ले रहा होता है 1970 में (Start: 242.599s, Duration: 5.161s) 
फ्लाइट ट्रेवलिंग के कायदे और कानून आज से (Start: 245.4s, Duration: 4.679s) 
काफी अलग थे उस समय फ्लाइट में स्मोकिंग (Start: 247.76s, Duration: 4.8s) 
करना अलाउड था अच्छे से सेटल होने के बाद (Start: 250.079s, Duration: 4.761s) 
कूपर ने थोड़ी ही दूरी पर बैठी फ्लाइट (Start: 252.56s, Duration: 4.679s) 
अटेंडेंट फ्लोरेंस शफन को एक नोट पकड़ा (Start: 254.84s, Duration: 4.799s) 
दिया फ्लाइट अटेंडेंट शफन को लगा कि वो (Start: 257.239s, Duration: 4.641s) 
उसके साथ फ्लर्ट कर रहा है इसलिए उसने एक (Start: 259.639s, Duration: 4.641s) 
फॉर्मल स्माइल के साथ उस नोट को बिना पड़े (Start: 261.88s, Duration: 5.36s) 
ही अपनी पॉकेट में रख लिया कुछ देर तक जब (Start: 264.28s, Duration: 5.44s) 
कूपर को शफन की तरफ से नोट को लेकर कोई (Start: 267.24s, Duration: 4.679s) 
रिएक्शन नहीं मिला तो उसने उसे अपने पास (Start: 269.72s, Duration: 5.08s) 
से गुजरते हुए रोक कर फुस फुसा हुए कहा (Start: 271.919s, Duration: 5.761s) 
मिस आपको यह नोट पढ़ लेना चाहिए मेरे पास (Start: 274.8s, Duration: 5.48s) 
बॉम्ब है शेफर को अभी भी यह कोई मजाक ही (Start: 277.68s, Duration: 5.4s) 
लगा पर जब उसने नोट को खोलकर पढ़ा तो उसके (Start: 280.28s, Duration: 5.12s) 
चेहरे की हवाइयां उड़ गई उस पर लिखा हुआ (Start: 283.08s, Duration: 5.16s) 
था कि मिस आई हैव अ बॉम इन माय ब्रीफ केस (Start: 285.4s, Duration: 5.239s) 
एंड वांट यू टू सिट बाय मी शेफर ने यह (Start: 288.24s, Duration: 4.84s) 
पढ़कर कूपर की ओर देखा जो अपने ब्रीफ केस (Start: 290.639s, Duration: 4.801s) 
की तरफ इशारा करते हुए उसे बताता है कि (Start: 293.08s, Duration: 4.52s) 
उसके इसी ब्रीफ केस में बॉम्ब है चंद (Start: 295.44s, Duration: 4.92s) 
सेकंड्स के इस वाकए ने शफन के होश उड़ाकर (Start: 297.6s, Duration: 5.2s) 
रख दिए उसने घबराते हुए तुरंत अपनी को (Start: 300.36s, Duration: 5.119s) 
वर्कर टीना मकल को पास बुलाकर सब कुछ (Start: 302.8s, Duration: 5.32s) 
बताते हुए वो नोट पकड़ा दिया टीना मकल भी (Start: 305.479s, Duration: 5.28s) 
उस नोट में लिखी बात को पढ़ के डर चुकी थी (Start: 308.12s, Duration: 5.12s) 
लेकिन उसने हिम्मत करके कूपर से पूछा कि (Start: 310.759s, Duration: 4.641s) 
कहीं वह मजाक तो नहीं कर रहा इसके जवाब (Start: 313.24s, Duration: 4.44s) 
में अगले ही पल कूपर ने उन दोनों फ्लाइट (Start: 315.4s, Duration: 4.32s) 
अटेंडेंट्स को ब्रीफ केस खोल कर दिखाया (Start: 317.68s, Duration: 4.519s) 
जिसमें डायनामाइट की एट रेड स्टिक्स टेप्स (Start: 319.72s, Duration: 5.16s) 
के बंडल में बंदी हुई थी जिससे एक बैटरी (Start: 322.199s, Duration: 4.961s) 
और बहुत सारे वायर्स जुड़े हुए थे यह (Start: 324.88s, Duration: 4.96s) 
देखकर शफन और टीना मकल के डर का कोई (Start: 327.16s, Duration: 5.12s) 
ठिकाना नहीं रहा उन दोनों की घबराहट को और (Start: 329.84s, Duration: 5.199s) 
बढ़ाते हुए कूपर ने दो तारों को अपने हाथ (Start: 332.28s, Duration: 4.759s) 
में पकड़कर उनसे कहा कि यह प्लेन अब (Start: 335.039s, Duration: 4.761s) 
हाईजैक हो चुका है और वह जब चाहे इस प्लेन (Start: 337.039s, Duration: 6.321s) 
को विस्फोट कर उड़ा सकता है यहां से कूपर (Start: 339.8s, Duration: 6.0s) 
की हाइस्ट शुरू हो चुकी थी वो ब्रीफ केस (Start: 343.36s, Duration: 4.48s) 
बंद करता है और शेफर से अपनी डिमांड्स (Start: 345.8s, Duration: 5.08s) 
लिखवाता है कूपर शाम 5:00 बजे तक 2 लाख (Start: 347.84s, Duration: 5.359s) 
अमेरिक डॉलर्स दो बैक और दो फ्रंट (Start: 350.88s, Duration: 4.84s) 
पैराशूट्स चाहता था साथ ही उसकी मांग थी (Start: 353.199s, Duration: 5.84s) 
कि जब प्लेन सियाटिन करें तब उसे रिफ्यूल (Start: 355.72s, Duration: 5.44s) 
करने के लिए एक फ्यूल ट्रक पहले से ही (Start: 359.039s, Duration: 4.481s) 
वहां तैयार होना चाहिए उसने अपनी डिमांड्स (Start: 361.16s, Duration: 4.4s) 
की लिस्ट को पायलट तक पहुंचाने के लिए (Start: 363.52s, Duration: 4.64s) 
शेफर को इस वार्निंग के साथ भेजा कि अगर (Start: 365.56s, Duration: 4.919s) 
उसकी डिमांड्स को पूरा नहीं किया गया या (Start: 368.16s, Duration: 4.599s) 
उसके साथ कोई चालाकी की गई तो वह बॉम (Start: 370.479s, Duration: 5.0s) 
ब्लास्ट कर देगा घबराई हुई शेफर कॉकपिट (Start: 372.759s, Duration: 5.081s) 
में जाती है और पायलट विलियम स्कॉट और (Start: 375.479s, Duration: 4.881s) 
क्रू को सारी बात बता देती है पायलट तुरंत (Start: 377.84s, Duration: 4.96s) 
रेडियो के थ्रू सिटल ट कोमा एयर ट्रैफिक (Start: 380.36s, Duration: 4.399s) 
कंट्रोल को इस हाईजैकिंग के बारे में (Start: 382.8s, Duration: 4.04s) 
इफॉर्म करते हुए उन्हें हाईजैकर की (Start: 384.759s, Duration: 4.921s) 
डिमांड्स बताता है एटीसी में भी इस खबर से (Start: 386.84s, Duration: 5.079s) 
हड़कंप मच जाता है और इस सारी इंफॉर्मेशन (Start: 389.68s, Duration: 5.28s) 
एटीसी लोकल पुलिस और एफबीआई को फॉरवर्ड कर (Start: 391.919s, Duration: 5.441s) 
देता है हाईजैकिंग की इस खबर से एफबीआई (Start: 394.96s, Duration: 4.72s) 
अलर्ट हो गई और वह तुरंत इस मामले में (Start: 397.36s, Duration: 3.92s) 
नॉर्थ वेस्ट ओरिएंट एयरलाइंस के (Start: 399.68s, Duration: 3.68s) 
प्रेसिडेंट डॉनल्ड नायरो अप से बात करती (Start: 401.28s, Duration: 4.08s) 
है डॉनल्ड नायरो अप को पैसेंजर्स की (Start: 403.36s, Duration: 4.36s) 
जिंदगी और अपनी एयरलाइंस की इज्जत दोनों (Start: 405.36s, Duration: 4.76s) 
की फिक्र थी इसलिए हालात की गंभीरता को (Start: 407.72s, Duration: 5.24s) 
समझते हुए वह बिना किसी अगर मगर के कूपर (Start: 410.12s, Duration: 5.12s) 
की सारी डिमांड्स को मान लेते हैं जहां यह (Start: 412.96s, Duration: 4.919s) 
सब चल रहा था तो वहीं टीना मकल कूपर के (Start: 415.24s, Duration: 5.32s) 
पास वाली सीट पर बैठी कूपर और पायलट के (Start: 417.879s, Duration: 5.121s) 
बीच कम्युनिकेशन का जरिया बनी हुई थी व (Start: 420.56s, Duration: 5.039s) 
इंटरकॉम के जरिए दोनों तरफ की बातों को एक (Start: 423.0s, Duration: 4.8s) 
दूसरे तक पहुंचा रही होती है कुछ देर बाद (Start: 425.599s, Duration: 4.641s) 
अमेरिकी अथॉरिटीज पायलट को बताती है कि (Start: 427.8s, Duration: 4.72s) 
कपर की सभी डिमांड्स को मान लिया गया है (Start: 430.24s, Duration: 4.639s) 
अपनी डिमांड्स के माने जाने पर कपर टीना (Start: 432.52s, Duration: 5.079s) 
मकल के सामने एक और डिमांड रखता है कि उसे (Start: 434.879s, Duration: 5.961s) 
दी जाने वाली रकम के सभी नोट -20 र् के (Start: 437.599s, Duration: 5.921s) 
होने चाहिए और जब तक उसकी मांगी गई सभी (Start: 440.84s, Duration: 5.24s) 
चीजें ग्राउंड पर तैयार ना हो तब तक प्लेन (Start: 443.52s, Duration: 5.0s) 
को एयरपोर्ट पर लैंड ना किया जाए टीना (Start: 446.08s, Duration: 5.239s) 
इंटरकॉम के जरिए कूपर की यह बात भी पायलट (Start: 448.52s, Duration: 5.399s) 
को बता देती है जिसे फिर पायलट अथॉरिटीज (Start: 451.319s, Duration: 5.241s) 
तक पहुंचा देता है यह बस करीब आधे घंटे की (Start: 453.919s, Duration: 5.0s) 
फ्लाइट थी और आधा घंटा इन सभी बातों में (Start: 456.56s, Duration: 4.88s) 
गुजर चुका था और अब सियाटेल एयरपोर्ट बस (Start: 458.919s, Duration: 5.041s) 
कुछ मिनट की दूरी पर था कूपर की डिमांड्स (Start: 461.44s, Duration: 4.879s) 
को अरेंज करने में अभी कुछ वक्त और लगता (Start: 463.96s, Duration: 4.44s) 
इसलिए प्लेन एयरपोर्ट पर लैंड करने के (Start: 466.319s, Duration: 4.681s) 
बजाय सिटल के आसमान में ही चक्कर काटने (Start: 468.4s, Duration: 5.68s) 
लगता है इस दौरान जो सबसे दिलचस्प बात थी (Start: 471.0s, Duration: 5.4s) 
वो यह थी कि अभी तक इस प्लेन के किसी भी (Start: 474.08s, Duration: 4.88s) 
पैसेंजर को कोई जानकारी नहीं थी कि जिस (Start: 476.4s, Duration: 4.799s) 
प्लेन में वो बैठे हुए हैं व हाईजैक हो (Start: 478.96s, Duration: 4.799s) 
चुका है कूपर और क्रू के बीच सारी बातें (Start: 481.199s, Duration: 4.68s) 
बहुत ही सावधानी से हो रही थी ताकि (Start: 483.759s, Duration: 4.921s) 
पैसेंजर्स को किसी भी थ्रेट का आभास ना हो (Start: 485.879s, Duration: 5.481s) 
डैन कूपर का बिहेवियर भी आम हाईजैकर से (Start: 488.68s, Duration: 5.16s) 
बिल्कुल अलग था ना तो उसके माथे पर डर की (Start: 491.36s, Duration: 4.92s) 
कोई शिकन थी और ना ही वह किसी पैसेंजर को (Start: 493.84s, Duration: 5.56s) 
डरा धमका कर अपना काम कराना चाहता था वह (Start: 496.28s, Duration: 5.68s) 
आराम से अपनी सीट पर सिगरेट पीते हुए अपने (Start: 499.4s, Duration: 4.479s) 
कारनामे को अंजाम दे रहा होता है (Start: 501.96s, Duration: 4.359s) 
पैसेंजर्स के बीच देरी को लेकर पैनिक ना (Start: 503.879s, Duration: 4.6s) 
हो इसलिए क्रू की ओर से अनाउंसमेंट किया (Start: 506.319s, Duration: 4.641s) 
जाता है कि किसी मैकेनिकल प्रॉब्लम की वजह (Start: 508.479s, Duration: 4.44s) 
से प्लेन को लैंड होने में थोड़ा वक्त (Start: 510.96s, Duration: 4.519s) 
लगेगा इस अनाउंसमेंट के बाद जहां प्लेन (Start: 512.919s, Duration: 5.6s) 
करीब 2 घंटे तक सिटल के आसमान में गोल-गोल (Start: 515.479s, Duration: 5.201s) 
चक्कर काटता रहा तो वही इतनी देर में (Start: 518.519s, Duration: 4.76s) 
एफबीआई ने कूपर को देने के लिए सिएटल (Start: 520.68s, Duration: 5.599s) 
फर्स्ट नेशनल बैंक से 2 लाख डॉलर्स और इसा (Start: 523.279s, Duration: 5.281s) 
कुआ के फ्लाइट स्कूल से चार पैराशूट्स का (Start: 526.279s, Duration: 4.601s) 
इंतजाम कर लिया था उस दौरान रॉबरी (Start: 528.56s, Duration: 4.399s) 
किडनैपिंग और हाईजैकिंग जैसे इंसीडेंट्स (Start: 530.88s, Duration: 4.24s) 
के लिए बैंक्स में कुछ फंड अलग से रखा (Start: 532.959s, Duration: 4.32s) 
जाता था और उसके सभी नोट्स के सीरियल (Start: 535.12s, Duration: 4.839s) 
नंबर्स को लिख लिया जाता था ताकि जब किसी (Start: 537.279s, Duration: 4.921s) 
ऐसे क्रिमिनल द्वारा रैंस सम के तौर पर (Start: 539.959s, Duration: 4.521s) 
मिले उन पैसों को खर्च किया जाए तो उसका (Start: 542.2s, Duration: 4.92s) 
पता लगाकर उसे पकड़ा जा सके कूपर के केस (Start: 544.48s, Duration: 4.919s) 
में भी यह काम कर लिया गया था और उसे अब (Start: 547.12s, Duration: 5.32s) 
जो $2 लाख लर दिए जाने थे उसमें मौजूद हर (Start: 549.399s, Duration: 5.56s) 
एक नोट का फोटोग्राफ और उनके सीरियल नंबर (Start: 552.44s, Duration: 6.519s) 
बैंक और एफबीआई के पास मौजूद थे शाम 5:2 (Start: 554.959s, Duration: 6.241s) 
पर कैप्टन को एटीसी की ओर से बताया जाता (Start: 558.959s, Duration: 4.961s) 
है कि रैंस मनी और पैराशूट्स एयरपोर्ट पर (Start: 561.2s, Duration: 4.92s) 
तैयार है और अब प्लेन को लैंड किया जा (Start: 563.92s, Duration: 4.56s) 
सकता है यह बात कूपर को बताई जाती है (Start: 566.12s, Duration: 4.44s) 
जिसके लिए वह कुछ शर्तों के साथ राजी होता (Start: 568.48s, Duration: 5.12s) 
है वो पास बैठी टीना मकल के थ्रू पायलट को (Start: 570.56s, Duration: 5.36s) 
कहता है कि प्लेन को मेन टर्मिनल से दूर (Start: 573.6s, Duration: 5.08s) 
किसी कम रोशनी वाले रनवे पर लैंड किया जाए (Start: 575.92s, Duration: 5.52s) 
और प्लेन के पास मनी और पैराशूट्स को किसी (Start: 578.68s, Duration: 5.32s) 
अकेले इंसान द्वारा लाया जाए इसके अलावा (Start: 581.44s, Duration: 4.88s) 
वो प्लेन के अंदर की लाइट्स को डिम करने (Start: 584.0s, Duration: 4.56s) 
और उसकी सभी विंडोज को बंद करने का ऑर्डर (Start: 586.32s, Duration: 4.959s) 
भी देता है ताकि प्लेन के अंदर की मूवमेंट (Start: 588.56s, Duration: 5.36s) 
और कूपर की पहचान के बारे में एफबीआई को (Start: 591.279s, Duration: 5.401s) 
पता ना लग सके कूपर की बताई सभी बातों को (Start: 593.92s, Duration: 9.08s) 
फॉलो करते हुए फ्लाइट 305 शाम 546 पर (Start: 596.68s, Duration: 6.32s) 
सियाटिन $ लाख ल और चार पैराशूट्स के साथ (Start: 604.88s, Duration: 6.76s) 
उस बोइंग 727 प्लेन के पीछे वाले गेट पर (Start: 608.839s, Duration: 6.0s) 
पहुंचता है उस वक्त बोइंग 727 उन कमर्शियल (Start: 611.64s, Duration: 5.56s) 
प्लेंस में से एक था जिसके गेट पीछे की (Start: 614.839s, Duration: 4.961s) 
साइड से भी खुलते थे और जहां से उतरने और (Start: 617.2s, Duration: 5.079s) 
चढ़ने के लिए सीढ़ी भी लगी होती थी इस (Start: 619.8s, Duration: 5.08s) 
प्लेन की इसी खास बात की वजह से कूपर ने (Start: 622.279s, Duration: 4.761s) 
हाईजैकिंग के लिए इसे चुना था कूपर के (Start: 624.88s, Duration: 4.76s) 
आदेश पर टीना मकल पीछे वाले ग गेट से (Start: 627.04s, Duration: 5.32s) 
प्लेन के बाहर आती है और वहां से $ लाख लर (Start: 629.64s, Duration: 5.319s) 
से भरा एक बैग और चार पैराशूट्स को कलेक्ट (Start: 632.36s, Duration: 5.279s) 
करती है और कूपर को सौंप देती है कूपर की (Start: 634.959s, Duration: 5.0s) 
डिमांड्स के पूरा होने पर सभी 36 (Start: 637.639s, Duration: 4.521s) 
पैसेंजर्स और दो क्रू मेंबर्स को छोड़ (Start: 639.959s, Duration: 4.961s) 
दिया जाता है सब कुछ इतनी सफाई से हुआ था (Start: 642.16s, Duration: 5.16s) 
कि अभी भी किसी पैसेंजर्स को अंदाजा नहीं (Start: 644.92s, Duration: 5.44s) 
था कि वो 3 घंटे तक हॉस्टेस बने हुए थे अब (Start: 647.32s, Duration: 5.079s) 
प्लेन में कुल पांच लोग बचे थे जिनमें (Start: 650.36s, Duration: 5.0s) 
पायलट विलियम स्कॉट कोपायलट बिल राट जक (Start: 652.399s, Duration: 5.361s) 
फ्लाइट इंजीनियर रल्ड एंडरसन और फ्लाइट (Start: 655.36s, Duration: 5.24s) 
अटेंडेंट टीना मकल के अलावा एक खुद डन (Start: 657.76s, Duration: 5.319s) 
कूपर था अभी तक सब कुछ कूपर के मुताबिक ही (Start: 660.6s, Duration: 5.08s) 
हुआ और यह सब उसने बहुत काम और रिलैक्स (Start: 663.079s, Duration: 4.76s) 
होकर किया लेकिन एक चीज थी जिसने उसे (Start: 665.68s, Duration: 4.2s) 
फ्रस्ट्रेट करना शुरू कर दिया था सभी (Start: 667.839s, Duration: 4.481s) 
पैसेंजर्स के उतर जाने के काफी देर बाद तक (Start: 669.88s, Duration: 4.88s) 
भी प्लेन को रिफ्यूल नहीं किया गया था यह (Start: 672.32s, Duration: 4.44s) 
देरी फ्यूल ट्रक में प्रॉब्लम आ जाने की (Start: 674.76s, Duration: 4.4s) 
वजह से हो रही थी लेकिन कूपर को इस तरह (Start: 676.76s, Duration: 4.84s) 
एयरपोर्ट पर एक-एक पल भारी गुजर रहा होता (Start: 679.16s, Duration: 5.2s) 
है उसे शक था कि एफबीआई उसके साथ कहीं कोई (Start: 681.6s, Duration: 4.919s) 
खेल नाना खेल रही हो इसलिए बहुत शांत (Start: 684.36s, Duration: 4.52s) 
स्वभाव और जेंटलमैन की तरह पेश आने वाला (Start: 686.519s, Duration: 4.801s) 
कप पर भी अब फ्रस्ट्रेट होकर क्रू को (Start: 688.88s, Duration: 4.399s) 
जल्दी से रिफ्यूलिंग के लिए धमकाने लगता (Start: 691.32s, Duration: 4.56s) 
है अथॉरिटीज को अब तक कूपर की हर एक मूव (Start: 693.279s, Duration: 5.0s) 
से यह तो अंदाजा हो चुका था कि वो एक बहुत (Start: 695.88s, Duration: 5.079s) 
शातिर इंसान है जिसे चकमा देना बिल्कुल भी (Start: 698.279s, Duration: 5.281s) 
आसान नहीं क्योंकि कूपर ने जिस तरह एक की (Start: 700.959s, Duration: 5.281s) 
जगह चार पैराशूट्स मंगाए थे वो एक बहुत ही (Start: 703.56s, Duration: 5.12s) 
समझदारी भरी चाल थी उसके चार पैराशूट्स (Start: 706.24s, Duration: 4.88s) 
मांगने से एफबीआई को यह लगा कि वह अपने (Start: 708.68s, Duration: 4.719s) 
साथ किसी क्रू मेंबर या पैसेंजर को लेकर (Start: 711.12s, Duration: 4.959s) 
भी कूद सकता है इसलिए एफबीआई सिविलियंस की (Start: 713.399s, Duration: 5.041s) 
जान को रिस्क में डालकर उसे खराब पैराशूट (Start: 716.079s, Duration: 4.721s) 
देने की चालाकी नहीं कर सकती थी कूपर के (Start: 718.44s, Duration: 5.04s) 
शातिर दिमाग से ना उलझते हुए फौरन तीन (Start: 720.8s, Duration: 4.479s) 
फ्यूल ट्रक्स प्लेन को रिफ्यूल करने के (Start: 723.48s, Duration: 4.32s) 
लिए लगा दिए गए रिफ्यूल होने के बाद कूपर (Start: 725.279s, Duration: 5.081s) 
ने प्लेन के दोबारा टेक ऑफ करने से पहले (Start: 727.8s, Duration: 4.92s) 
अपनी कुछ और शर्तें रखी उसकी पहली डिमांड (Start: 730.36s, Duration: 4.8s) 
थी कि प्लेन को अब मेक्सिको ले जाया जाए (Start: 732.72s, Duration: 4.479s) 
लेकिन उसे बताया जाता है कि प्लेन को (Start: 735.16s, Duration: 4.32s) 
डायरेक्ट इतनी दूर नहीं ले जाया जा सकता (Start: 737.199s, Duration: 4.521s) 
